"","id","Station","Divisions","Region","Total_MAH","Total_DN","Total_kidnap","Total_REHi","Total_Burglary","Total_Theft","Total_Fraud","Total_Drug","Total_weapon","Total_PDE","Total_poSo","Total_AgainstGVT","Total_crime","crime_rate"
"1",20441,"Abbeyfeale","limerickdivision",NA,373,175,2,7,350,633,57,78,42,519,535,66,5674,0.085
"2",20117,"Abbeyleix","laois/offalydivision",NA,197,278,3,6,497,874,43,131,21,385,358,26,5638,0.085
"3",20424,"Adare","limerickdivision",NA,39,120,0,7,211,336,19,21,4,82,55,15,1818,0.027
"4",20217,"Aglish","waterforddivision",NA,31,28,1,2,61,81,4,18,2,61,39,1,658,0.01
"5",20522,"Ahascragh","galwaydivision",NA,31,49,0,0,55,76,6,11,6,60,55,11,720,0.011
"6",20700,"Ailt an Chorrain","donegaldivision",NA,68,49,0,0,41,89,4,8,4,109,132,3,1014,0.015
"7",20649,"An Bun Beag","donegaldivision",NA,337,211,0,5,187,243,13,39,11,367,587,38,4076,0.061
"8",20653,"An Charraig","donegaldivision",NA,49,51,0,0,43,61,6,14,6,97,91,6,848,0.013
"9",20500,"An Cheathru Rua","galwaydivision",NA,161,111,1,1,46,104,10,10,1,150,198,20,1626,0.024
"10",20652,"An Clochan Liath","donegaldivision",NA,214,148,0,1,84,237,48,28,12,172,501,28,2946,0.044
"11",20393,"An Coirean","kerrydivision",NA,60,80,0,0,59,100,5,31,3,57,74,7,952,0.014
"12",20642,"An Craoslach","donegaldivision",NA,33,33,1,0,20,78,7,2,4,76,48,5,614,0.009
"13",20643,"An Fál Carrach","donegaldivision",NA,157,165,0,0,104,200,18,54,16,275,638,22,3298,0.05
"14",20488,"An Maim","galwaydivision",NA,34,42,0,2,77,172,29,28,18,55,66,0,1046,0.016
"15",20218,"An Rinn","waterforddivision",NA,16,43,1,1,58,89,4,19,6,64,44,7,704,0.011
"16",20503,"An Spideal","galwaydivision",NA,67,71,0,2,90,222,19,16,2,154,126,9,1556,0.023
"17",20288,"Anglesea Street","cork citydivision",NA,2711,1521,6,489,1906,17193,983,1755,471,4186,16574,3919,103428,1.556
"18",20383,"Annascaul","kerrydivision",NA,11,15,0,0,45,43,4,4,1,15,23,0,322,0.005
"19",20476,"Aran Mor","galwaydivision",NA,403,482,2,27,797,1918,139,254,33,778,680,78,11182,0.168
"20",20648,"Ard An Rátha","donegaldivision",NA,55,77,0,0,35,91,18,19,9,81,257,30,1344,0.02
"21",2079,"Ardee","louthdivision",NA,365,254,6,26,788,1305,117,100,34,834,428,84,8682,0.131
"22",20378,"Ardfert","kerrydivision",NA,84,129,0,4,121,189,14,70,1,74,149,22,1714,0.026
"23",20259,"Ardfinnan","tipperarydivision",NA,46,67,0,4,104,118,9,94,13,104,66,11,1272,0.019
"24",20334,"Ardmore","waterforddivision",NA,43,32,0,5,125,166,6,29,3,86,71,3,1138,0.017
"25",20414,"Ardnacrusha","limerickdivision",NA,272,152,1,21,400,1220,49,181,54,821,430,63,7328,0.11
"26",20508,"Ardrahan","galwaydivision",NA,17,60,0,0,70,118,6,17,3,35,48,4,756,0.011
"27",20183,"Arklow","wicklowdivision",NA,933,653,8,74,1360,3179,208,1225,171,1706,2438,778,25466,0.383
"28",20122,"Arles","laois/offalydivision",NA,60,56,0,7,286,348,9,35,7,163,83,7,2122,0.032
"29",20677,"Arva","cavan/monaghandivision",NA,54,102,0,2,106,119,23,15,7,76,195,21,1440,0.022
"30",2077,"Ashbourne","meathdivision",NA,644,854,5,99,1407,4224,280,597,102,1212,1604,131,22318,0.336
"31",20200,"Ashford","wicklowdivision",NA,189,329,1,9,450,909,56,446,62,353,281,23,6216,0.094
"32",20423,"Askeaton","limerickdivision",NA,125,69,0,3,195,353,18,49,15,165,331,48,2742,0.041
"33",20444,"Athea","limerickdivision",NA,47,30,0,1,73,86,6,17,9,94,70,4,874,0.013
"34",20480,"Athenry","galwaydivision",NA,227,186,0,5,327,533,53,60,17,324,455,50,4474,0.067
"35",20515,"Athleague","roscommon/longforddivision",NA,25,54,0,2,78,118,19,10,2,58,55,9,860,0.013
"36",2089,"Athlone","westmeathdivision",NA,1436,1214,11,172,2760,6499,410,1313,279,3311,4962,627,45988,0.692
"37",20160,"Athy","kildaredivision",NA,837,570,11,156,1755,2512,166,432,128,1739,1550,228,20168,0.304
"38",20205,"Aughrim","wicklowdivision",NA,70,32,0,5,222,245,8,59,13,104,42,6,1612,0.024
"39",20203,"Avoca","wicklowdivision",NA,59,63,0,2,171,235,14,55,8,120,70,9,1612,0.024
"40",2060,"Baile Atha Bui","meathdivision",NA,264,140,1,16,345,690,34,82,22,351,447,26,4836,0.073
"41",20384,"Baile an Fheirtéaraigh","kerrydivision",NA,11,24,0,0,13,35,0,3,1,12,11,3,226,0.003
"42",20365,"Baile Bhuirne","cork westdivision",NA,10,62,0,1,88,109,10,18,4,42,33,0,754,0.011
"43",20682,"Bailieboro","cavan/monaghandivision",NA,415,338,0,9,241,541,77,232,30,519,957,85,6888,0.104
"44",2072,"Balbriggan","d.m.r. northerndivision",NA,969,971,11,160,1760,4835,703,853,181,2483,2179,624,31458,0.473
"45",20554,"Balla","mayodivision",NA,53,67,0,2,88,196,9,15,3,123,118,6,1360,0.02
"46",20538,"Ballaghderreen","roscommon/longforddivision",NA,286,195,1,0,333,566,129,124,32,367,733,54,5640,0.085
"47",20562,"Ballina","mayodivision",NA,1171,704,1,32,771,2277,309,465,111,1998,3125,216,22360,0.336
"48",20676,"Ballinagh","cavan/monaghandivision",NA,128,152,1,1,197,241,24,18,14,150,119,5,2100,0.032
"49",20695,"Ballinamore","sligo/leitrimdivision",NA,136,77,1,1,95,215,20,13,5,155,321,14,2106,0.032
"50",20521,"Ballinasloe","galwaydivision",NA,700,534,2,33,616,2028,241,474,134,1196,2673,494,18250,0.275
"51",20304,"Ballincollig","cork citydivision",NA,482,568,0,35,599,2207,167,698,97,1583,2457,99,17984,0.271
"52",20574,"Ballindine","mayodivision",NA,29,50,0,5,60,135,20,2,8,30,58,1,796,0.012
"53",20338,"Ballineen","cork westdivision",NA,38,89,0,1,116,154,14,65,5,77,70,4,1266,0.019
"54",20442,"Ballingarry","limerickdivision",NA,40,34,0,2,164,244,5,22,7,129,84,16,1494,0.022
"55",20266,"Ballingarry North","tipperarydivision",NA,6,6,0,2,33,31,1,0,3,15,31,1,258,0.004
"56",20244,"Ballingarry South","tipperarydivision",NA,50,40,0,0,98,140,6,26,1,93,122,4,1160,0.017
"57",20337,"Ballinhassig","cork westdivision",NA,105,112,1,2,143,323,28,158,12,165,90,9,2296,0.035
"58",20539,"Ballinlough","roscommon/longforddivision",NA,86,66,0,4,71,178,15,14,10,133,86,9,1344,0.02
"59",20576,"Ballinrobe","mayodivision",NA,255,178,7,9,183,496,45,68,21,336,419,16,4066,0.061
"60",20656,"Ballintra","donegaldivision",NA,50,94,0,2,119,223,18,66,10,92,103,9,1572,0.024
"61",2061,"Ballivor","meathdivision",NA,142,61,0,6,189,339,22,49,25,209,124,19,2370,0.036
"62",20157,"Ballon","kilkenny/carlowdivision",NA,55,65,0,10,322,268,17,40,6,124,50,8,1930,0.029
"63",20670,"Ballybay","cavan/monaghandivision",NA,203,265,0,3,180,417,41,40,14,182,387,62,3588,0.054
"64",20626,"Ballybofey","donegaldivision",NA,738,423,6,12,372,1015,151,138,43,795,1546,47,10572,0.159
"65",20407,"Ballybunion","kerrydivision",NA,228,170,0,9,175,382,15,154,27,371,1514,16,6122,0.092
"66",20690,"Ballyconnell","cavan/monaghandivision",NA,180,215,0,3,124,302,29,62,10,162,402,64,3106,0.047
"67",20333,"Ballycotton","cork northdivision",NA,33,54,0,0,58,106,4,63,2,80,91,12,1006,0.015
"68",20570,"Ballycroy","mayodivision",NA,38,14,6,0,14,27,3,0,0,28,14,1,290,0.004
"69",20193,"Ballycullane","wexforddivision",NA,52,49,0,1,127,173,6,65,14,127,44,7,1330,0.02
"70",20349,"Ballydehob","cork westdivision",NA,28,40,0,0,24,91,4,73,3,45,65,3,752,0.011
"71",20370,"Ballydesmond","cork westdivision",NA,20,20,0,2,45,90,7,4,0,23,19,3,466,0.007
"72",20408,"Ballyduff","kerrydivision",NA,73,67,1,2,81,100,7,22,7,105,186,31,1364,0.021
"73",209,"Ballyfermot","d.m.r. westerndivision",NA,1182,1320,12,418,2565,7505,431,3555,524,5566,5898,784,59520,0.896
"74",20520,"Ballygar","galwaydivision",NA,62,32,0,0,76,127,25,6,6,46,106,1,974,0.015
"75",20238,"Ballyhale","kilkenny/carlowdivision",NA,27,57,1,0,117,208,6,26,6,76,42,4,1140,0.017
"76",20584,"Ballyhaunis","mayodivision",NA,220,164,0,7,215,514,60,53,18,260,500,30,4082,0.061
"77",20405,"Ballyheigue","kerrydivision",NA,93,43,0,2,75,88,13,40,9,129,305,12,1618,0.024
"78",20689,"Ballyjamesduff","cavan/monaghandivision",NA,275,261,6,6,235,381,55,55,14,231,413,35,3934,0.059
"79",20433,"Ballylanders","limerickdivision",NA,117,44,2,3,153,183,23,32,4,132,233,10,1872,0.028
"80",20121,"Ballylinan","laois/offalydivision",NA,114,47,1,5,312,354,12,24,12,221,156,24,2564,0.039
"81",20216,"Ballymacarberry","waterforddivision",NA,37,36,0,0,114,169,4,10,5,69,48,4,992,0.015
"82",2095,"Ballymahon","roscommon/longforddivision",NA,190,111,1,7,396,478,27,46,15,397,370,20,4116,0.062
"83",2091,"Ballymore","westmeathdivision",NA,21,26,0,1,99,123,5,2,6,34,31,10,716,0.011
"84",20599,"Ballymote","sligo/leitrimdivision",NA,146,167,1,5,131,325,35,76,34,253,378,54,3210,0.048
"85",2021,"Ballymun","d.m.r. northerndivision",NA,2011,1083,15,568,2090,7307,339,2662,624,5486,3930,464,53158,0.8
"86",20107,"Ballynacargy","westmeathdivision",NA,66,60,0,4,181,201,16,15,4,119,155,6,1654,0.025
"87",20421,"Ballyneety","limerickdivision",NA,99,63,1,8,237,497,21,39,18,229,77,23,2624,0.039
"88",20314,"Ballynoe","cork northdivision",NA,43,45,0,2,74,108,9,15,4,60,49,4,826,0.012
"89",20260,"Ballyporeen","tipperarydivision",NA,42,36,1,2,60,60,9,17,3,39,115,7,782,0.012
"90",20655,"Ballyshannon","donegaldivision",NA,272,254,2,5,170,528,64,586,46,486,1001,141,7110,0.107
"91",20469,"Ballyvaughan","claredivision",NA,22,11,0,0,64,199,7,4,1,43,14,3,736,0.011
"92",20357,"Baltimore","cork westdivision",NA,17,12,0,0,35,94,2,10,1,68,23,2,528,0.008
"93",20162,"Baltinglass","wicklowdivision",NA,253,222,0,17,707,972,84,149,37,553,500,87,7162,0.108
"94",20126,"Banagher","laois/offalydivision",NA,126,88,0,2,100,281,14,36,10,163,250,10,2160,0.033
"95",20335,"Bandon","cork westdivision",NA,549,595,3,15,372,1273,182,771,77,688,2252,327,14208,0.214
"96",20569,"Bangor Erris","mayodivision",NA,64,63,0,1,30,97,11,16,0,57,80,1,840,0.013
"97",20285,"Bansha","tipperarydivision",NA,37,40,0,0,83,123,5,28,3,63,52,9,886,0.013
"98",20343,"Bantry","cork westdivision",NA,357,255,0,13,163,694,85,330,52,452,1265,122,7576,0.114
"99",20550,"Barnaderg","galwaydivision",NA,42,59,0,0,79,136,16,6,8,68,43,9,932,0.014
"100",20401,"Barraduff","kerrydivision",NA,5,45,0,0,22,36,1,7,0,16,31,0,326,0.005
"101",20566,"Beal an Mhuirthead","mayodivision",NA,209,201,0,3,71,287,40,29,16,301,508,27,3384,0.051
"102",20364,"Beal Atha an Ghaorthaidh","cork westdivision",NA,22,35,1,0,34,78,4,26,2,49,26,9,572,0.009
"103",20691,"Belturbet","cavan/monaghandivision",NA,171,253,1,7,245,464,45,78,13,212,309,26,3648,0.055
"104",20235,"Bennettsbridge","kilkenny/carlowdivision",NA,25,75,0,2,155,189,12,33,6,83,64,8,1304,0.02
"105",20125,"Birr","laois/offalydivision",NA,516,310,1,29,605,1449,112,397,85,880,1069,129,11164,0.168
"106",20293,"Bishopstown","cork citydivision",NA,385,502,4,78,975,4650,386,496,35,1361,1655,74,21202,0.319
"107",20618,"Blacklion","cavan/monaghandivision",NA,25,13,0,0,39,82,4,60,5,25,98,330,1362,0.02
"108",20291,"Blackrock Co Cork","cork northdivision",NA,531,465,3,43,684,2905,131,636,113,1752,2154,184,19202,0.289
"109",2044,"Blackrock Co Dublin","d.m.r. southerndivision",NA,752,669,4,233,3690,7475,639,959,141,2541,3157,191,40902,0.616
"110",20703,"Blackrock Co Louth","louthdivision",NA,152,137,1,19,476,930,46,54,18,547,293,18,5382,0.081
"111",20186,"Blackwater","wexforddivision",NA,69,97,3,5,293,493,31,80,15,226,115,12,2878,0.043
"112",2031,"Blanchardstown","d.m.r. westerndivision",NA,2671,3704,43,1539,7168,28972,1690,3663,1042,12288,7285,4440,149010,2.242
"113",20303,"Blarney","cork citydivision",NA,337,365,0,19,640,1689,46,257,45,862,782,75,10234,0.154
"114",20163,"Blessington","wicklowdivision",NA,306,336,5,25,906,2076,81,361,34,918,631,32,11422,0.172
"115",20371,"Boherbue","cork westdivision",NA,44,59,0,2,56,132,9,31,4,58,95,7,994,0.015
"116",20561,"Bonniconlon","mayodivision",NA,36,25,0,0,26,127,9,10,4,31,40,0,616,0.009
"117",20242,"Borris","kilkenny/carlowdivision",NA,64,59,1,4,224,242,19,50,5,123,86,5,1764,0.027
"118",20124,"Borris-In-Ossory","laois/offalydivision",NA,30,68,1,0,197,220,20,28,3,72,64,2,1410,0.021
"119",20265,"Borrisokane","tipperarydivision",NA,44,75,0,0,152,222,19,36,5,77,171,21,1644,0.025
"120",20277,"Borrisoleigh","tipperarydivision",NA,47,84,2,1,117,167,13,19,9,86,121,4,1340,0.02
"121",20505,"Bothar Na Tra","galwaydivision",NA,808,730,3,59,1835,2816,139,686,80,2123,2182,163,23248,0.35
"122",20530,"Boyle","roscommon/longforddivision",NA,225,165,1,7,296,667,78,116,16,302,499,45,4834,0.073
"123",2040,"Bray","wicklowdivision",NA,1594,1156,5,337,4010,8898,533,2560,462,5130,6516,1503,65408,0.984
"124",20290,"Bridewell Cork","cork citydivision",NA,1444,562,4,176,801,5972,357,1124,245,1569,6929,797,39960,0.601
"125",2035,"Bridewell Dublin","d.m.r. north centraldivision",NA,1548,1244,23,870,2803,11408,652,2965,863,6576,6667,39994,151226,2.276
"126",20431,"Bruff","limerickdivision",NA,115,106,0,3,139,341,43,71,6,218,424,37,3006,0.045
"127",20435,"Bruree","limerickdivision",NA,77,45,0,0,95,148,9,17,8,106,83,9,1194,0.018
"128",20181,"Bunclody","wexforddivision",NA,237,174,1,12,658,838,51,43,26,408,342,27,5634,0.085
"129",20628,"Buncrana","donegaldivision",NA,827,727,5,13,259,845,121,316,91,1109,2482,166,13922,0.21
"130",20657,"Bundoran","donegaldivision",NA,357,295,0,10,161,492,37,506,25,367,1762,33,8090,0.122
"131",20629,"Burnfoot","donegaldivision",NA,155,229,3,14,173,619,83,121,31,285,238,36,3974,0.06
"132",20321,"Buttevant","cork northdivision",NA,112,137,0,0,140,286,24,74,16,202,267,18,2552,0.038
"133",2039,"Cabinteely","d.m.r. easterndivision",NA,659,505,9,221,3146,5245,242,622,123,2383,1736,187,30156,0.454
"134",2028,"Cabra","d.m.r. westerndivision",NA,839,651,6,375,1757,6579,323,1439,224,4327,2427,252,38398,0.578
